--------- beginning of system
07-08 17:42:13.823  3414  8731 W ActivityTaskManager: callingPackage for (uid=2000, pid=11446) has no WPC
07-08 17:42:13.916  3414  3414 I OplusMediaControlService: updatePlayerInfoList event = com.oplus.media.OplusMediaEvent@d01bf21
07-08 17:42:13.916  3414  3414 I OplusMediaControlService: sendOnEventMessage begin, eventType: 6, observer: android.os.BinderProxy@53ef40b
07-08 17:42:13.933  3414  3414 D NotificationGroupType: maybeUngroupOplus:after all cleared
07-08 17:42:13.933  3414  3414 I OplusMediaControlService: on event EventType: 6
07-08 17:42:13.933  3414  3414 I OplusMediaControlService: onActiveSessionsChanged begin
07-08 17:42:13.933  3414  3414 I OplusMediaControlService: onEventFromMediaControllerList controller size = 0
07-08 17:42:13.933  3414  3414 I OplusMediaControlService: updateControllerMap begin
07-08 17:42:13.933  3414  3414 I OplusMediaControlService: updataPlayStateMap begin
07-08 17:42:13.933  3414  3414 I OplusMediaControlService: updateMetadataMap begin
07-08 17:42:13.933  3414  3414 I OplusMediaControlService: updatePlayerInfoList event = com.oplus.media.OplusMediaEvent@6809f46
07-08 17:42:13.933  3414  3414 I OplusMediaControlService: sendOnEventMessage begin, eventType: 6, observer: android.os.BinderProxy@53ef40b
07-08 17:42:13.934  3414  4391 I AS.FadeOutManager: unfadeOutUid() uid:10447
07-08 17:42:13.934  3414  3414 I OplusMediaControlService: on event EventType: 6
07-08 17:42:13.934  3414  4391 I ActivityManager: Background started FGS: Allowed [callingPackage: rd.sheepskin.sandboxmusic; callingUid: 10447; uidState: TOP ; uidBFSL: [BFSL]; intent: Intent { act=rd.sheepskin.sandboxmusic.action.MEDIA_START xflg=0x4 cmp=rd.sheepskin.sandboxmusic/.MediaPlaybackForegroundService mCallingUid=10447 }; code:PROC_STATE_TOP; tempAllowListReason:<,reasonCode:SYSTEM_ALLOW_LISTED,duration:9223372036854775807,callingUid:-1>; allowWiu:12; targetSdkVersion:36; callerTargetSdkVersion:36; startForegroundCount:0; bindFromPackage:null: isBindService:false]
07-08 17:42:13.951  3414  4391 I MediaSessionStack: addSession to bottom of stack | record: rd.sheepskin.sandboxmusic/SovereignMusicConsole/8545 (userId=0)
07-08 17:42:13.952  3414  3414 I OplusMediaControlService: onActiveSessionsChanged begin
07-08 17:42:13.952  3414  3414 I OplusMediaControlService: onEventFromMediaControllerList controller size = 0
07-08 17:42:13.952  3414  3414 I OplusMediaControlService: updateControllerMap begin
07-08 17:42:13.952  3414  3414 I OplusMediaControlService: updataPlayStateMap begin
07-08 17:42:13.952  3414  3414 I OplusMediaControlService: updateMetadataMap begin
07-08 17:42:13.952  3414  3414 I OplusMediaControlService: updatePlayerInfoList event = com.oplus.media.OplusMediaEvent@a1a2c5d
07-08 17:42:13.952  3414  3414 I OplusMediaControlService: sendOnEventMessage begin, eventType: 6, observer: android.os.BinderProxy@53ef40b
07-08 17:42:13.952  3414  3414 I OplusMediaControlService: on event EventType: 6
07-08 17:42:13.953  3414  3414 I OplusMediaControlService: onActiveSessionsChanged begin
07-08 17:42:13.954  3414  3414 I OplusMediaControlService: onEventFromMediaControllerList controller size = 1
07-08 17:42:13.954  3414  3414 I OplusMediaControlService: getPlayerInfo, playerId: 60578531, pkgname: rd.sheepskin.sandboxmusic
07-08 17:42:13.954  3414  3414 I OplusMediaControlService: updateControllerMap begin
07-08 17:42:13.954  3414  3414 I OplusMediaControlService: updataPlayStateMap begin
07-08 17:42:13.954  3414  3414 I OplusMediaControlService: updateMetadataMap begin
07-08 17:42:13.954  3414  3414 I OplusMediaControlService: updatePlayerInfoList event = com.oplus.media.OplusMediaEvent@4223aa3
07-08 17:42:13.954  3414  3414 I OplusMediaControlService: sendOnEventMessage begin, eventType: 6, observer: android.os.BinderProxy@53ef40b
07-08 17:42:13.954  3414  3414 I OplusMediaControlService: on event EventType: 6
07-08 17:42:13.959  3414  4904 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:13.959  3414  4904 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:13.959  3414  3660 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:13.959  3414  3660 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:13.959  3414  4904 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:13.959  3414  4904 W ActivityManager: Permission Denial: getTopApplicationInfo from pid=1361, uid=10447 requires oplus.permission.OPLUS_COMPONENT_SAFE
07-08 17:42:13.959  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:13.959  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:13.960  3414  4904 I MediaSessionStack: onPlaybackStateChanged - Pushing session to top | record: rd.sheepskin.sandboxmusic/SovereignMusicConsole/8545 (userId=0)
07-08 17:42:13.962  3414  4904 I AS.FadeOutManager: unfadeOutUid() uid:10447
07-08 17:42:13.963  3414  4904 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:13.963  3414  4904 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:13.964  3414  4904 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:13.964  3414  4904 W ActivityManager: Permission Denial: getTopApplicationInfo from pid=1361, uid=10447 requires oplus.permission.OPLUS_COMPONENT_SAFE
07-08 17:42:13.964  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:13.964  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:13.965  3414  3660 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:13.965  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:13.965  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:13.967  3414  4859 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:13.967  3414  4859 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:13.968  3414  4859 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:13.968  3414  4859 W ActivityManager: Permission Denial: getTopApplicationInfo from pid=1361, uid=10447 requires oplus.permission.OPLUS_COMPONENT_SAFE
07-08 17:42:13.968  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:13.968  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:13.970  3414  4904 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:13.970  3414  4904 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:13.970  3414  4904 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:13.970  3414  4904 W ActivityManager: Permission Denial: getTopApplicationInfo from pid=1361, uid=10447 requires oplus.permission.OPLUS_COMPONENT_SAFE
07-08 17:42:13.970  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:13.970  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:13.970  3414  4859 I OplusMediaControlService: unregisterEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.970  3414  4859 I OplusMediaControlService: unregisterEventObserver successfully.
07-08 17:42:13.971  3414  4904 I OplusMediaControlService: registerEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.971  3414  4904 I OplusMediaControlService: unregisterEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.971  3414  4904 I OplusMediaControlService: unregisterEventObserver successfully.
07-08 17:42:13.971  3414  4904 I OplusMediaControlService: registerEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.974  3414  4904 W ForegroundServiceTypeLoggerModule: Logger should be tracking FGS types correctly for UID 10447 in package rd.sheepskin.sandboxmusic
07-08 17:42:13.974  3414  3414 I OplusMediaControlService: onActiveSessionsChanged begin
07-08 17:42:13.974  3414  3414 I OplusMediaControlService: onEventFromMediaControllerList controller size = 0
07-08 17:42:13.974  3414  3414 I OplusMediaControlService: updateControllerMap begin
07-08 17:42:13.974  3414  3414 I OplusMediaControlService: updataPlayStateMap begin
07-08 17:42:13.974  3414  3414 I OplusMediaControlService: updateMetadataMap begin
07-08 17:42:13.974  3414  3414 I OplusMediaControlService: updatePlayerInfoList event = com.oplus.media.OplusMediaEvent@85522c9
07-08 17:42:13.974  3414  3414 I OplusMediaControlService: sendOnEventMessage begin, eventType: 6, observer: android.os.BinderProxy@53ef40b
07-08 17:42:13.974  3414  3414 I OplusMediaControlService: on event EventType: 6
07-08 17:42:13.977  3414  4904 I OplusMediaControlService: unregisterEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.977  3414  4904 I OplusMediaControlService: unregisterEventObserver successfully.
07-08 17:42:13.977  3414  8731 I OplusMediaControlService: registerEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.978  3414  4859 I OplusMediaControlService: sendEvent type: 2, player: 60578531
07-08 17:42:13.978  3414  4859 E OplusMediaControlService: sendEventNullControl error eventType is: 2, player = 60578531
07-08 17:42:13.978  3414  4391 I OplusMediaControlService: sendEvent type: 2, player: 60578531
07-08 17:42:13.978  3414  4391 E OplusMediaControlService: sendEventNullControl error eventType is: 2, player = 60578531
07-08 17:42:13.978  3414  4904 I OplusMediaControlService: unregisterEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.978  3414  4904 I OplusMediaControlService: unregisterEventObserver successfully.
07-08 17:42:13.978  3414  8731 I OplusMediaControlService: registerEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.979  3414  4391 I OplusMediaControlService: unregisterEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.979  3414  4391 I OplusMediaControlService: unregisterEventObserver successfully.
07-08 17:42:13.979  3414  4904 I OplusMediaControlService: registerEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.981  1361  1361 I AudioManager: dispatching onAudioFocusChange(-1) to android.media.AudioManager@d002302rd.sheepskin.sandboxmusic.AndroidAudioSessionHelper$$ExternalSyntheticLambda0@774e9a9
07-08 17:42:13.983  3414  8731 I AS.FadeOutManager: unfadeOutUid() uid:10447
07-08 17:42:13.983  3414  8731 I ActivityManager: Background started FGS: Allowed [callingPackage: rd.sheepskin.sandboxmusic; callingUid: 10447; uidState: TOP ; uidBFSL: [BFSL]; intent: Intent { act=rd.sheepskin.sandboxmusic.action.MEDIA_START xflg=0x4 cmp=rd.sheepskin.sandboxmusic/.MediaPlaybackForegroundService mCallingUid=10447 }; code:PROC_STATE_TOP; tempAllowListReason:<,reasonCode:SYSTEM_ALLOW_LISTED,duration:9223372036854775807,callingUid:-1>; allowWiu:12; targetSdkVersion:36; callerTargetSdkVersion:36; startForegroundCount:0; bindFromPackage:null: isBindService:false]
07-08 17:42:13.986  3414  8731 I MediaSessionStack: removeSession | record: rd.sheepskin.sandboxmusic/SovereignMusicConsole/8545 (userId=0)
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: onActiveSessionsChanged begin
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: onEventFromMediaControllerList controller size = 0
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: updateControllerMap begin
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: updataPlayStateMap begin
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: updateMetadataMap begin
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: updatePlayerInfoList event = com.oplus.media.OplusMediaEvent@f042285
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: sendOnEventMessage begin, eventType: 6, observer: android.os.BinderProxy@53ef40b
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: onActiveSessionsChanged begin
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: onEventFromMediaControllerList controller size = 0
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: updateControllerMap begin
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: updataPlayStateMap begin
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: updateMetadataMap begin
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: updatePlayerInfoList event = com.oplus.media.OplusMediaEvent@f2568da
07-08 17:42:13.988  3414  3414 I OplusMediaControlService: sendOnEventMessage begin, eventType: 6, observer: android.os.BinderProxy@53ef40b
07-08 17:42:13.989  3414  3414 I OplusMediaControlService: on event EventType: 6
07-08 17:42:13.989  3414  3414 I OplusMediaControlService: on event EventType: 6
07-08 17:42:13.993  3414  4904 I OplusMediaControlService: unregisterEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.993  3414  4904 I OplusMediaControlService: unregisterEventObserver successfully.
07-08 17:42:13.993  3414  8731 I OplusMediaControlService: registerEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.994  3414  4904 I OplusMediaControlService: unregisterEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.994  3414  4904 I OplusMediaControlService: unregisterEventObserver successfully.
07-08 17:42:13.994  3414  8465 I OplusMediaControlService: registerEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:13.996  3414  4391 I MediaSessionStack: addSession to bottom of stack | record: rd.sheepskin.sandboxmusic/SovereignMusicConsole/8546 (userId=0)
07-08 17:42:14.001  3414  3414 I OplusMediaControlService: onActiveSessionsChanged begin
07-08 17:42:14.001  3414  3414 I OplusMediaControlService: onEventFromMediaControllerList controller size = 1
07-08 17:42:14.001  3414  3414 I OplusMediaControlService: getPlayerInfo, playerId: 226566053, pkgname: rd.sheepskin.sandboxmusic
07-08 17:42:14.001  3414  3414 I OplusMediaControlService: updateControllerMap begin
07-08 17:42:14.001  3414  3414 I OplusMediaControlService: updataPlayStateMap begin
07-08 17:42:14.001  3414  3414 I OplusMediaControlService: updateMetadataMap begin
07-08 17:42:14.001  3414  3414 I OplusMediaControlService: updatePlayerInfoList event = com.oplus.media.OplusMediaEvent@e891d3d
07-08 17:42:14.001  3414  3414 I OplusMediaControlService: sendOnEventMessage begin, eventType: 6, observer: android.os.BinderProxy@53ef40b
07-08 17:42:14.001  3414  3414 I OplusMediaControlService: on event EventType: 6
07-08 17:42:14.001  3414  3660 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:14.001  3414  3660 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:14.002  3414  4904 I OplusMediaControlService: sendEvent type: 2, player: 226566053
07-08 17:42:14.002  3414  4904 I OplusMediaControlService: onEventFromRequestData: 1, player: 226566053
07-08 17:42:14.002  3414  4904 E OplusMediaControlService: getTitleAndArtist is null
07-08 17:42:14.002  3414  4904 E OplusMediaControlService: getMediaMetadata is null
07-08 17:42:14.002  3414  4904 D OplusMediaControlService: players is empty
07-08 17:42:14.002  3414  4904 I OplusMediaControlService: sendEvent type: 2, player: 226566053
07-08 17:42:14.002  3414  4904 I OplusMediaControlService: onEventFromRequestData: 2, player: 226566053
07-08 17:42:14.002  3414  4904 E OplusMediaControlService: playbackState is null
07-08 17:42:14.002  3414  4904 D OplusMediaControlService: players is empty
07-08 17:42:14.002  3414  8465 I OplusMediaControlService: unregisterEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:14.002  3414  8465 I OplusMediaControlService: unregisterEventObserver successfully.
07-08 17:42:14.002  3414  5233 I OplusMediaControlService: registerEventObserver start, observer: android.os.BinderProxy@53ef40b, callerUid: 10208
07-08 17:42:14.002  3414  3441 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:14.002  3414  3441 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:14.003  3414  3660 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:14.003  3414  3441 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:14.003  3414  3441 W ActivityManager: Permission Denial: getTopApplicationInfo from pid=1361, uid=10447 requires oplus.permission.OPLUS_COMPONENT_SAFE
07-08 17:42:14.003  3414  3441 I MediaSessionStack: onPlaybackStateChanged - Pushing session to top | record: rd.sheepskin.sandboxmusic/SovereignMusicConsole/8546 (userId=0)
07-08 17:42:14.004  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:14.004  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:14.005  3414  3441 I AS.FadeOutManager: unfadeOutUid() uid:10447
07-08 17:42:14.005  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:14.005  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:14.006  3414  4859 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:14.006  3414  4859 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:14.006  3414  4859 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:14.006  3414  4859 W ActivityManager: Permission Denial: getTopApplicationInfo from pid=1361, uid=10447 requires oplus.permission.OPLUS_COMPONENT_SAFE
07-08 17:42:14.007  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:14.007  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:14.010  1361  1361 I AudioManager: dispatching onAudioFocusChange(-1) to android.media.AudioManager@d002302rd.sheepskin.sandboxmusic.AndroidAudioSessionHelper$$ExternalSyntheticLambda0@f1468b6
07-08 17:42:14.128  3414  4904 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:14.128  3414  4904 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:14.128  3414  4904 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:14.128  3414  4904 W ActivityManager: Permission Denial: getTopApplicationInfo from pid=1361, uid=10447 requires oplus.permission.OPLUS_COMPONENT_SAFE
07-08 17:42:14.128  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:14.128  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:14.131  3414  4391 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:14.131  3414  4391 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:14.132  3414  4391 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
07-08 17:42:14.132  3414  4391 W ActivityManager: Permission Denial: getTopApplicationInfo from pid=1361, uid=10447 requires oplus.permission.OPLUS_COMPONENT_SAFE
07-08 17:42:14.132  3414  3414 D NotificationService--OplusNotificationManagerServiceExtImpl: isForwardToAssistants: true, case : Is local notification
07-08 17:42:14.132  3414  3414 D NotificationService: This application enqueue notifications is need postDelayed mcsAssistantDelayTime: 200
07-08 17:42:14.142  3414  5233 D NotificationService--OplusNotificationFixHelper: fixAppIcon: pkg=rd.sheepskin.sandboxmusic
07-08 17:42:14.142  3414  5233 D NotificationService--OplusNotificationFixHelper: fixAppIcon: appIcon = null, pkg = rd.sheepskin.sandboxmusic
07-08 17:42:14.143  3414  5233 I OplusStatusBarManagerServiceEnhance:  getTopIsFullscreen mTopIsFullscreen: false
